TCR Val	Valid	Accept		V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100	Total
31.00	True	True		682.74	619.93	162.55	664.64	555.54	654.68	381.44	213.14	137.48	230.11	756.42	263.15	658.18	648.13	229.68	199.58	697.42	186.90	313.81	196.47	746.64	162.19	160.55	481.64	684.46	623.82	132.43	442.67	184.02	515.47	733.14	558.55	725.44	204.38	591.60	770.94	669.16	596.74	318.92	176.70	286.39	750.21	149.69	585.90	611.46	167.77	683.79	629.65	340.54	587.38	688.75	321.23	243.56	443.24	224.57	560.07	217.73	227.47	222.38	711.00	741.05	268.66	372.06	276.02	259.00	313.80	583.81	609.57	239.54	808.72	612.27	304.68	299.16	341.96	317.66	227.38	637.16	326.26	447.08	641.01	668.42	525.03	294.02	213.70	608.14	371.63	715.54	666.61	673.11	332.17	775.86	661.45	270.47	726.04	592.90	667.78	238.10	638.39	194.03	335.92	45380.3949391
32.00	True	True		741.42	619.93	162.55	664.64	583.27	654.68	409.17	213.14	137.48	230.11	756.42	263.15	658.18	706.81	229.68	199.58	756.09	186.90	313.81	196.47	805.32	162.19	160.55	509.38	743.13	682.49	191.10	470.40	184.02	543.20	791.81	558.55	784.11	204.38	650.27	829.61	669.16	624.47	318.92	176.70	345.06	750.21	149.69	585.90	670.13	167.77	742.46	688.33	340.54	646.05	688.75	321.23	243.56	470.97	224.57	618.75	217.73	227.47	222.38	711.00	741.05	268.66	399.79	276.02	317.67	313.80	642.48	668.24	298.22	867.40	670.94	304.68	299.16	400.64	345.39	227.38	695.84	384.94	474.82	641.01	727.09	583.70	294.02	213.70	608.14	371.63	715.54	694.35	731.78	332.17	803.59	720.12	270.47	784.72	592.90	726.45	238.10	638.39	194.03	394.60	47649.414686
33.00	True	True		794.11	672.63	162.55	717.33	604.40	707.38	430.30	213.14	158.60	230.11	809.11	263.15	658.18	759.50	282.37	199.58	777.22	186.90	334.94	196.47	858.01	162.19	160.55	562.07	795.82	682.49	191.10	491.53	205.14	595.90	812.94	611.24	836.81	204.38	702.97	829.61	721.86	624.47	371.61	176.70	345.06	802.91	149.69	585.90	670.13	167.77	742.46	741.02	340.54	698.75	688.75	321.23	243.56	492.10	224.57	671.44	217.73	280.17	222.38	763.69	793.75	321.36	420.92	276.02	338.80	313.80	695.18	720.94	298.22	920.09	692.07	357.38	299.16	400.64	345.39	227.38	748.53	384.94	495.94	693.71	779.79	636.40	294.02	266.39	608.14	371.63	715.54	747.04	784.48	332.17	856.29	772.82	270.47	837.41	645.60	779.15	238.10	638.39	194.03	394.60	50031.8854203
34.00	True	True		794.11	727.15	162.55	771.85	626.58	761.90	484.82	213.14	158.60	284.64	809.11	317.67	712.71	814.03	282.37	199.58	777.22	186.90	334.94	196.47	912.53	162.19	182.73	616.59	795.82	737.01	191.10	513.71	227.33	595.90	867.46	665.76	891.33	204.38	702.97	884.13	721.86	678.99	371.61	176.70	345.06	825.09	149.69	640.42	724.66	167.77	796.99	795.54	340.54	753.27	743.27	375.76	243.56	514.28	224.57	725.96	217.73	280.17	222.38	763.69	848.27	321.36	443.11	276.02	338.80	335.98	749.70	775.46	298.22	974.61	746.59	357.38	353.69	400.64	367.57	227.38	803.06	384.94	518.13	693.71	834.31	690.92	294.02	266.39	662.67	393.81	770.06	801.56	839.00	386.70	910.81	772.82	270.47	891.93	645.60	801.33	238.10	692.91	194.03	394.60	52533.4796914
35.00	True	True		846.80	779.84	162.55	824.55	626.58	814.59	503.07	213.14	158.60	337.33	861.80	317.67	765.40	866.72	282.37	199.58	829.91	186.90	334.94	196.47	930.79	214.88	200.98	669.29	848.52	789.70	191.10	531.97	227.33	648.59	920.16	718.45	891.33	257.08	755.66	936.82	774.55	731.68	371.61	176.70	345.06	877.79	149.69	693.11	724.66	220.46	815.24	848.23	340.54	805.96	795.96	375.76	261.81	532.54	277.27	778.66	217.73	280.17	222.38	763.69	900.96	321.36	461.36	328.71	338.80	335.98	802.39	828.15	298.22	1027.30	764.84	357.38	353.69	400.64	385.83	227.38	855.75	384.94	518.13	746.40	834.31	743.61	294.02	266.39	715.36	412.07	822.75	854.25	857.25	386.70	929.06	825.51	270.47	944.63	698.29	854.02	290.79	711.16	194.03	394.60	55160.1536759
36.00	True	True		846.80	805.30	162.55	886.78	652.04	876.82	565.31	213.14	158.60	337.33	924.03	317.67	827.63	928.95	282.37	199.58	892.14	186.90	334.94	196.47	956.25	277.12	226.44	731.52	910.75	851.93	191.10	557.43	227.33	674.05	982.39	743.91	916.79	257.08	755.66	999.06	836.78	793.91	371.61	176.70	345.06	877.79	211.92	755.34	724.66	220.46	877.47	848.23	340.54	868.19	821.42	375.76	261.81	532.54	277.27	840.89	217.73	280.17	222.38	825.93	900.96	321.36	486.82	328.71	338.80	398.22	864.63	828.15	298.22	1089.54	827.07	382.84	353.69	400.64	385.83	227.38	917.98	384.94	518.13	808.63	896.54	805.84	294.02	266.39	777.59	412.07	884.99	879.71	882.71	448.93	991.29	887.74	270.47	1006.86	760.52	916.26	290.79	773.39	256.26	394.60	57918.1613597
37.00	True	True		908.17	866.67	162.55	886.78	674.80	899.58	588.06	213.14	158.60	398.69	985.40	317.67	827.63	990.31	343.74	199.58	953.51	186.90	334.94	196.47	1017.61	277.12	226.44	792.88	972.11	913.30	191.10	557.43	227.33	735.41	982.39	766.67	978.15	257.08	817.02	1021.81	898.15	855.28	371.61	199.45	345.06	939.15	211.92	816.71	786.02	220.46	938.84	848.23	340.54	890.95	882.78	398.51	261.81	555.29	277.27	902.25	279.09	341.54	222.38	825.93	923.72	321.36	509.57	328.71	400.17	398.22	925.99	828.15	359.58	1150.90	888.44	382.84	376.44	400.64	447.19	227.38	979.34	384.94	540.88	869.99	957.90	867.21	294.02	266.39	838.95	434.82	946.35	879.71	882.71	448.93	1052.66	949.11	270.47	1068.22	760.52	977.62	352.16	773.39	317.63	394.60	60814.0694277
38.00	False	False		972.26	930.75	162.55	950.86	738.88	963.67	652.15	213.14	184.51	398.69	1049.49	317.67	891.72	990.31	343.74	199.58	1017.59	186.90	399.03	196.47	1043.51	277.12	252.35	856.97	972.11	977.39	191.10	583.33	227.33	799.50	982.39	766.67	1042.24	257.08	881.11	1085.90	962.24	919.37	371.61	199.45	345.06	1003.24	211.92	842.61	786.02	220.46	1002.92	848.23	340.54	890.95	946.87	398.51	261.81	581.19	277.27	966.34	279.09	367.44	286.47	825.93	987.80	321.36	535.47	392.80	400.17	398.22	990.08	892.24	423.67	1214.99	914.34	382.84	376.44	400.64	473.09	227.38	1043.43	384.94	540.88	934.08	1021.99	867.21	294.02	266.39	903.04	498.91	972.25	943.80	946.80	448.93	1116.75	1013.20	270.47	1132.31	824.61	1041.71	352.16	837.48	317.63	458.68	63854.7728991
39.00	True	True		1035.39	930.75	162.55	1014.00	738.88	985.85	674.33	276.27	184.51	461.83	1112.63	339.85	954.85	1053.45	343.74	199.58	1080.73	186.90	399.03	196.47	1065.70	340.25	252.35	920.11	1035.25	1040.53	191.10	605.51	249.51	862.64	1045.52	766.67	1105.38	257.08	944.25	1149.03	1025.37	982.50	371.61	199.45	408.20	1003.24	211.92	864.80	849.16	220.46	1002.92	911.37	340.54	954.08	1010.01	461.65	261.81	603.38	277.27	1029.48	279.09	367.44	349.61	889.06	1050.94	343.54	557.66	392.80	400.17	398.22	1053.22	955.37	423.67	1214.99	977.48	382.84	376.44	400.64	473.09	227.38	1106.57	384.94	563.07	956.27	1085.13	930.34	294.02	266.39	966.18	521.09	1035.39	943.80	1009.94	512.06	1179.88	1076.33	333.61	1195.45	887.74	1104.85	352.16	900.62	317.63	458.68	67047.511544
40.00	True	True		1116.41	1011.77	243.57	1095.02	819.90	1066.87	674.33	312.59	184.51	461.83	1193.64	339.85	991.17	1089.77	343.74	199.58	1080.73	186.90	399.03	196.47	1146.72	421.27	252.35	1001.12	1116.27	1040.53	191.10	641.83	249.51	862.64	1045.52	766.67	1186.39	257.08	944.25	1230.05	1106.39	1063.52	371.61	199.45	408.20	1084.25	211.92	945.81	930.17	220.46	1002.92	992.39	340.54	1035.10	1091.02	461.65	261.81	639.70	277.27	1110.49	279.09	367.44	349.61	889.06	1087.26	379.86	593.98	392.80	481.18	398.22	1134.23	955.37	423.67	1214.99	977.48	382.84	457.46	400.64	473.09	227.38	1142.89	384.94	599.38	1037.29	1166.15	1011.36	294.02	347.41	1047.20	521.09	1071.71	1024.82	1046.25	512.06	1260.90	1157.35	333.61	1276.46	968.76	1185.86	352.16	900.62	317.63	458.68	70399.8871212
41.00	True	True		1192.75	1088.12	243.57	1095.02	896.25	1066.87	750.68	312.59	184.51	461.83	1269.99	339.85	1067.52	1166.12	343.74	199.58	1157.08	186.90	399.03	196.47	1176.70	451.25	282.33	1077.47	1192.61	1116.87	191.10	641.83	279.50	938.98	1121.87	766.67	1186.39	257.08	1020.60	1306.40	1136.38	1139.87	447.96	275.79	408.20	1084.25	211.92	1022.16	930.17	220.46	1032.91	1068.73	340.54	1035.10	1167.37	461.65	338.16	669.68	307.25	1186.84	279.09	443.78	425.96	965.41	1087.26	379.86	623.96	392.80	557.53	398.22	1210.58	1031.72	423.67	1291.34	1053.83	382.84	457.46	476.98	503.08	227.38	1142.89	384.94	629.37	1067.27	1242.49	1087.71	294.02	347.41	1123.54	551.08	1148.05	1101.16	1046.25	512.06	1337.24	1157.35	333.61	1276.46	1045.11	1262.21	352.16	976.96	317.63	458.68	73919.8814773
42.00	True	True		1225.53	1171.12	326.57	1178.02	979.25	1099.64	833.68	312.59	184.51	461.83	1302.76	339.85	1150.52	1249.12	426.74	199.58	1240.08	186.90	399.03	196.47	1259.70	451.25	282.33	1077.47	1275.62	1116.87	191.10	674.61	279.50	938.98	1204.87	849.67	1269.40	257.08	1020.60	1389.40	1136.38	1222.87	447.96	275.79	491.20	1167.26	211.92	1105.16	930.17	220.46	1032.91	1151.74	340.54	1118.10	1250.37	461.65	338.16	702.46	390.25	1269.84	279.09	443.78	508.96	1048.41	1170.26	379.86	656.74	392.80	557.53	398.22	1243.35	1064.50	423.67	1374.34	1136.83	465.84	457.46	476.98	535.85	227.38	1142.89	384.94	662.15	1150.27	1325.50	1087.71	294.02	347.41	1206.55	583.85	1231.06	1133.94	1129.26	512.06	1370.02	1240.35	333.61	1309.24	1128.11	1262.21	352.16	1059.97	317.63	541.69	77615.8755512
43.00	True	True		1305.79	1251.38	326.57	1258.28	1059.51	1179.91	865.44	392.85	184.51	461.83	1302.76	339.85	1230.78	1249.12	426.74	199.58	1240.08	186.90	399.03	196.47	1339.97	451.25	282.33	1157.73	1355.88	1116.87	191.10	706.36	279.50	1019.25	1204.87	929.93	1269.40	337.34	1100.86	1389.40	1216.64	1303.13	447.96	275.79	522.96	1247.52	292.18	1185.43	1010.44	220.46	1113.17	1151.74	340.54	1198.37	1250.37	461.65	369.91	734.21	390.25	1269.84	359.36	475.54	508.96	1048.41	1250.52	379.86	688.49	392.80	637.79	398.22	1243.35	1096.25	423.67	1454.60	1217.09	546.10	537.72	476.98	567.61	227.38	1223.15	384.94	693.90	1150.27	1405.76	1167.97	294.02	347.41	1286.81	664.12	1311.32	1214.20	1129.26	543.82	1450.28	1320.61	413.87	1389.50	1208.37	1342.47	352.16	1140.23	317.63	621.95	81496.6693287
44.00	True	True		1397.30	1342.89	326.57	1349.79	1059.51	1271.42	865.44	392.85	184.51	461.83	1338.90	431.37	1230.78	1340.63	426.74	199.58	1331.59	223.04	399.03	196.47	1431.48	451.25	282.33	1249.24	1447.39	1116.87	191.10	742.50	279.50	1110.76	1296.39	929.93	1360.91	428.85	1100.86	1480.91	1308.15	1339.27	447.96	367.31	614.47	1339.03	292.18	1276.94	1010.44	220.46	1204.68	1187.87	340.54	1198.37	1286.51	461.65	369.91	770.34	390.25	1361.35	359.36	475.54	508.96	1139.92	1342.03	379.86	780.00	392.80	673.93	398.22	1279.49	1187.76	423.67	1546.11	1308.60	546.10	537.72	476.98	603.74	227.38	1314.66	384.94	730.03	1241.78	1497.27	1167.97	330.15	347.41	1322.94	700.25	1402.83	1305.71	1220.77	543.82	1541.79	1320.61	413.87	1481.01	1299.88	1433.98	352.16	1231.74	317.63	621.95	85571.5027952
45.00	True	True		1397.30	1446.29	326.57	1453.19	1059.51	1374.82	911.79	392.85	230.86	461.83	1338.90	534.77	1334.18	1444.03	426.74	199.58	1377.94	269.39	399.03	196.47	1534.88	451.25	282.33	1249.24	1447.39	1220.27	191.10	788.85	279.50	1214.16	1399.78	1033.33	1464.31	428.85	1100.86	1480.91	1411.55	1339.27	447.96	367.31	660.82	1442.43	292.18	1380.34	1113.83	220.46	1204.68	1234.22	443.94	1244.72	1389.91	508.00	369.91	873.74	390.25	1361.35	359.36	475.54	508.96	1139.92	1445.43	379.86	826.35	392.80	673.93	398.22	1382.89	1291.16	423.67	1546.11	1412.00	649.50	537.72	476.98	603.74	227.38	1314.66	384.94	776.38	1241.78	1497.27	1271.37	433.55	450.81	1426.34	803.65	1402.83	1409.11	1324.17	543.82	1645.19	1366.96	413.87	1584.41	1403.28	1537.38	352.16	1335.14	317.63	621.95	89850.0779349
46.00	True	True		1488.76	1477.51	326.57	1544.65	1150.97	1466.28	943.01	392.85	230.86	461.83	1430.36	534.77	1425.64	1535.49	426.74	199.58	1409.16	269.39	490.48	227.69	1626.34	451.25	282.33	1249.24	1538.85	1311.73	191.10	820.07	279.50	1305.61	1491.24	1033.33	1555.77	428.85	1192.32	1480.91	1411.55	1430.73	447.96	367.31	660.82	1533.89	383.64	1471.79	1205.29	251.68	1204.68	1325.68	443.94	1336.18	1481.37	539.22	461.37	904.96	481.71	1361.35	359.36	475.54	508.96	1231.38	1445.43	471.32	857.57	484.25	765.39	398.22	1474.35	1322.38	423.67	1637.57	1412.00	649.50	537.72	476.98	634.96	227.38	1345.88	384.94	807.60	1241.78	1588.73	1271.37	525.01	542.27	1517.80	834.87	1494.29	1500.57	1415.63	635.28	1645.19	1458.42	505.33	1675.87	1403.28	1628.84	383.38	1426.60	317.63	621.95	94342.5818317
47.00	False	False		1488.76	1582.98	432.04	1650.12	1256.44	1571.74	943.01	392.85	230.86	461.83	1535.82	534.77	1425.64	1640.95	426.74	199.58	1514.63	269.39	490.48	333.16	1626.34	556.72	282.33	1354.71	1538.85	1417.19	191.10	865.39	279.50	1305.61	1596.71	1138.80	1661.23	474.17	1237.64	1586.38	1517.01	1536.19	447.96	367.31	660.82	1533.89	383.64	1471.79	1310.76	251.68	1204.68	1431.15	549.41	1441.64	1526.69	539.22	566.83	950.28	481.71	1466.82	359.36	475.54	508.96	1276.71	1550.90	471.32	857.57	484.25	765.39	398.22	1579.81	1427.84	423.67	1743.04	1517.47	754.96	537.72	476.98	680.28	227.38	1451.34	384.94	852.92	1241.78	1694.19	1376.83	525.01	542.27	1563.12	880.19	1599.75	1606.03	1415.63	635.28	1750.66	1458.42	505.33	1721.19	1508.75	1734.31	488.84	1532.06	317.63	621.95	99059.7109233
48.00	True	True		1532.69	1694.21	475.96	1650.12	1300.36	1571.74	986.93	392.85	230.86	461.83	1647.06	534.77	1536.87	1752.19	426.74	199.58	1514.63	269.39	490.48	444.39	1737.57	556.72	282.33	1354.71	1650.08	1528.43	302.33	865.39	279.50	1416.85	1707.94	1250.03	1661.23	474.17	1348.87	1630.30	1628.24	1536.19	447.96	367.31	660.82	1533.89	383.64	1583.03	1421.99	251.68	1204.68	1475.07	549.41	1552.87	1637.92	650.45	566.83	994.21	525.64	1578.05	359.36	475.54	508.96	1276.71	1662.13	471.32	968.80	484.25	876.62	398.22	1691.04	1539.07	423.67	1743.04	1628.70	866.20	537.72	520.90	724.21	227.38	1451.34	384.94	896.85	1285.71	1805.42	1488.06	525.01	542.27	1674.35	924.11	1710.99	1717.27	1526.86	635.28	1861.89	1569.66	505.33	1765.12	1619.98	1845.54	488.84	1643.30	317.63	733.18	104012.696469
49.00	True	True		1532.69	1694.21	475.96	1781.69	1431.93	1703.31	1053.12	392.85	230.86	461.83	1647.06	534.77	1603.06	1752.19	558.31	199.58	1646.20	269.39	490.48	444.39	1869.14	688.29	282.33	1486.28	1650.08	1528.43	302.33	931.58	279.50	1548.42	1707.94	1381.60	1661.23	474.17	1348.87	1761.87	1759.81	1667.76	447.96	367.31	660.82	1600.08	383.64	1649.22	1421.99	251.68	1336.25	1606.64	549.41	1684.44	1769.49	650.45	566.83	1060.40	525.64	1709.62	359.36	607.10	508.96	1276.71	1793.70	471.32	1100.37	484.25	876.62	398.22	1822.61	1670.64	423.67	1809.23	1760.27	866.20	537.72	652.47	790.40	227.38	1582.91	384.94	896.85	1417.28	1936.99	1619.63	656.58	542.27	1674.35	990.30	1842.56	1717.27	1526.86	635.28	1861.89	1701.23	505.33	1896.68	1751.55	1977.11	488.84	1643.30	317.63	733.18	109213.331293
50.00	True	True		1640.01	1801.53	475.96	1816.60	1539.25	1810.63	1088.03	500.18	230.86	461.83	1754.38	642.09	1710.39	1859.51	665.64	199.58	1681.11	269.39	490.48	551.71	1904.05	723.20	282.33	1486.28	1650.08	1635.75	302.33	966.49	279.50	1548.42	1707.94	1488.92	1768.56	509.08	1456.20	1869.19	1867.14	1775.09	447.96	367.31	768.14	1707.41	383.64	1756.54	1421.99	251.68	1443.58	1713.97	584.32	1791.77	1876.82	650.45	674.16	1095.31	525.64	1744.53	359.36	607.10	508.96	1384.03	1901.03	471.32	1135.29	484.25	876.62	505.54	1929.94	1777.97	423.67	1809.23	1867.59	866.20	537.72	759.80	897.72	334.70	1617.83	492.26	1004.17	1524.60	1936.99	1726.96	691.49	542.27	1781.68	1025.22	1949.88	1717.27	1634.19	635.28	1861.89	1808.55	505.33	1896.68	1858.87	2084.43	488.84	1750.62	317.63	768.09	114673.997858
				Eng	Eng	Uneng	Eng	Eng	Eng	Eng	Uneng	Uneng	Uneng	Eng	Uneng	Eng	Eng	Uneng	Uneng	Eng	Uneng	Uneng	Uneng	Eng	Uneng	Uneng	Eng	Eng	Eng	Uneng	Eng	Uneng	Eng	Eng	Eng	Eng	Uneng	Eng	Eng	Eng	Eng	Uneng	Uneng	Uneng	Eng	Uneng	Eng	Eng	Uneng	Eng	Eng	Uneng	Eng	Eng	Uneng	Uneng	Eng	Uneng	Eng	Uneng	Uneng	Uneng	Eng	Eng	Uneng	Eng	Uneng	Uneng	Uneng	Eng	Eng	Uneng	Eng	Eng	Uneng	Uneng	Uneng	Eng	Uneng	Eng	Uneng	Eng	Eng	Eng	Eng	Uneng	Uneng	Eng	Eng	Eng	Eng	Eng	Uneng	Eng	Eng	Uneng	Eng	Eng	Eng	Uneng	Eng	Uneng	Uneng	
				Inf	Inf	Inf	Inf	Inf	Inf	Uninf	Inf	Uninf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Uninf	Inf	Inf	Inf	Inf	Uninf	Inf	Inf	Inf	Inf	Uninf	Uninf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Uninf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Uninf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Uninf	Inf	Inf	Inf	Uninf	Inf	Inf	Inf	Inf	Inf	Inf	Uninf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	
